stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,8.34,0,0,0.83,3.34,0.83,0
3dpf,39.65,0,0,0,0,0,0
5dpf,2.07,0,0.52,0,0.52,0.52,1.03
10dpf,9.41,0.63,0.63,0,1.26,0,0
