stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.67,0,0,0.83,0.83
3dpf,1.72,0,0.57,0,0
5dpf,4.13,0.52,0.52,0.52,0
10dpf,21.96,0,0,0,0
