stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1249.08,30.97,20.65,0,247.75,20.65,0,10.32,464.53,227.1
12hpf,1430.39,26.99,30.84,46.27,318.08,59.76,3.86,59.76,709.41,333.5
14hpf,802.53,13.38,60.19,26.75,167.19,70.22,13.38,10.03,354.45,153.82
16hpf,767.01,43.07,59.47,32.81,264.56,121,18.46,14.36,416.32,287.11
19hpf,674.27,10.95,2.19,8.76,74.43,24.08,6.57,4.38,67.86,50.35
24hpf,639,16,25,18,122,75,23,0,215,58
2dpf,447.06,9.17,26.69,45.87,167.65,269.41,34.2,1.67,97.59,96.75
3dpf,1365.36,10.92,13.79,20.11,16.66,237.33,13.22,0,24.71,47.12
5dpf,151.43,16.02,51.68,53.75,27.91,341.62,21.19,21.71,86.31,201.56
10dpf,584.86,27.61,48.32,50.83,18.83,351.42,14.43,2.51,41.42,53.34
