stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,10.84,0.83,0.83,0.83,13.35,0.83,0,11.68
3dpf,10.92,0,1.72,1.72,14.37,0,0,1.15
5dpf,2.07,0.52,1.03,0.52,7.24,0,0,0.52
10dpf,1.26,0.63,3.14,0.63,6.9,0,0.63,0.63
