stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,5,0,0.83,0,0.83
3dpf,0,0,0,3.45,0,0
5dpf,0,9.82,0.52,0,0.52,0.52
10dpf,0.63,8.16,0,0,0,0
