stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,1,1,0,0,0
2dpf,1.67,0,0,43.37,0.83,0.83,0,0
3dpf,0.57,0,0.57,11.49,0,0.57,0,0
5dpf,0,0.52,2.07,31.01,0,0.52,0.52,0.52
10dpf,0.63,0,0,15.06,0,0,0,0
