stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,5.84,0,0,0,0.83
3dpf,14.94,0,0,2.3,0,0,0,2.3
5dpf,1.55,0.52,0.52,21.19,0.52,2.07,2.07,2.58
10dpf,76.56,0.63,0.63,10.04,0,3.14,1.26,0.63
