stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.5,0,0.83,0.83,0.83,4.17,1.67
3dpf,3.45,0.57,0,0.57,0,0.57,0.57
5dpf,0,0,0.52,0,0,0.52,11.89
10dpf,0.63,0.63,0.63,0,0,0,3.14
