stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6431.19,103.23,30.97,0,1104.55,82.58,0,206.46,2560.09,2332.98
12hpf,5810.24,173.5,36.63,177.35,1490.15,258.32,15.42,331.57,2652.58,1837.15
14hpf,5534.09,56.85,257.48,347.76,1160.32,514.95,96.97,96.97,2193.57,2130.04
16hpf,4567.17,192.78,381.45,307.62,1493,580.38,155.86,143.56,2147.21,2124.65
19hpf,6357.39,61.3,172.95,177.32,853.78,367.78,216.73,37.22,777.16,1659.4
24hpf,4325,97,1103,120,982,468,265,15,1968,724
2dpf,1298.66,79.24,140.12,139.29,546.32,914.98,184.33,15.85,579.68,288.59
3dpf,2788.18,159.18,81.02,79.88,50.57,701.64,56.32,0,164.92,237.9
5dpf,668.26,116.8,350.41,332.32,144.2,2001.68,110.08,153.5,609.86,1695.2
10dpf,1719.44,190.14,271.72,334.48,171.94,2637.52,98.52,3.77,552.23,399.11
