stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,1.67,2.5,0
3dpf,4.02,0,0,12.07,0.57
5dpf,0,0,0,2.58,0
10dpf,2.51,0.63,0.63,9.41,0.63
