stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
14hpf,3.34,0,3.34,0,0,0
16hpf,16.41,0,2.05,0,0,0
24hpf,3,0,0,0,0,0
2dpf,29.19,0,2.5,0.83,0,5.84
3dpf,37.93,0.57,2.87,0,2.3,1.15
5dpf,11.89,0.52,0.52,0,2.07,4.65
10dpf,18.83,0.63,0,0,0.63,0.63
