stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.67,2.5,2.5,0,0
3dpf,2.87,0,0.57,0,0.57
5dpf,1.03,0,0.52,0,0
10dpf,2.51,0,5.02,0.63,0
