stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,0,0.83
3dpf,0,0,0,0.57,0
5dpf,0,0.52,1.55,2.58,1.03
10dpf,1.88,0,6.28,1.26,0
