stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
19hpf,0,0,0,0,2.19
24hpf,0,0,0,0,1
2dpf,0,0,0,0,0.83
3dpf,13.22,0,0,0,5.17
5dpf,1.03,0.52,3.1,0,13.95
10dpf,58.99,0.63,1.26,0.63,4.39
