stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.83,0,0.83,0.83,0,6.67
5dpf,1.03,9.82,0.52,2.58,0,2.07,14.99
10dpf,17.57,3.77,0,1.26,0,0,1.26
