stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,9.17,0,0,1.67,0,0.83,0
3dpf,9.19,1.15,0,0,1.72,0.57,0
5dpf,3.1,0,0,0.52,1.03,0,1.55
10dpf,1.26,0,0.63,1.26,0.63,0,0
