stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,8.34,0.83,1.67,2.5,0.83,0.83
3dpf,4.02,0,0,0,0,0
5dpf,0.52,0.52,0,0.52,0,0
10dpf,1.88,0,0,3.77,0,0
