stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0
2dpf,1.67,0,0,0.83,1.67,0,0
3dpf,58.61,0,0,3.45,0,0,0
5dpf,6.72,0,0,1.03,1.03,0,1.03
10dpf,26.36,0.63,0.63,0,0.63,0.63,0
