stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,4.17,0,1.67,0.83,0.83,0.83,0.83,0,2.5
3dpf,4.6,0,0.57,0.57,0,0,0,0,0
5dpf,1.03,0.52,3.1,2.07,1.03,2.07,0,5.69,0.52
10dpf,1.26,4.39,0.63,1.26,0,1.88,0,1.26,0
