stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,877.45,0,30.97,0,123.88,20.65,0,144.52,412.92,371.63
12hpf,898.33,34.7,11.57,26.99,366.27,63.62,5.78,179.28,593.75,418.32
14hpf,571.8,10.03,73.56,66.88,180.57,96.97,23.41,73.56,284.23,608.58
16hpf,479.89,41.02,57.42,65.63,297.37,104.59,26.66,118.95,414.27,641.91
19hpf,354.65,4.38,8.76,30.65,85.38,39.41,28.46,45.97,100.7,288.97
24hpf,769,12,105,42,205,110,102,10,319,179
2dpf,316.95,14.18,27.52,35.03,169.32,378.67,47.54,12.51,118.44,131.78
3dpf,738.99,27.58,11.49,18.39,14.94,215.49,11.49,0,21.84,29.88
5dpf,59.44,10.85,35.14,26.36,19.12,174.17,13.95,13.44,51.17,128.69
10dpf,254.78,38.28,33.26,38.28,14.43,202.69,10.67,0,34.51,52.09
