stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.67,0,0.83,1.67,1.67,0
3dpf,1.72,1.15,0,0,0,0
5dpf,0,2.07,1.03,0,0,3.1
10dpf,0.63,3.14,0,1.26,0,0.63
