stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,5.78,0,0,0,0,0,0,0,1.93,1.93
14hpf,3.34,0,0,0,0,0,0,0,3.34,0
16hpf,12.3,2.05,0,0,2.05,2.05,4.1,0,8.2,4.1
19hpf,41.59,0,0,0,4.38,2.19,0,0,0,2.19
24hpf,33,0,0,1,12,7,1,0,5,2
2dpf,219.36,1.67,11.68,35.87,141.79,168.48,26.69,5,51.71,70.06
3dpf,593.03,6.9,2.3,6.9,14.37,141.36,5.17,0,12.07,18.39
5dpf,55.82,8.79,21.71,27.39,17.57,161.77,13.44,8.79,32.04,80.63
10dpf,143.08,6.28,12.55,5.65,6.28,69.66,5.65,0,8.16,7.53
