stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,9.17
3dpf,0,0,0,2.87
5dpf,0.52,0,0.52,14.47
10dpf,1.26,0.63,1.26,29.49
