stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5,0,2.5,1.67,6.67,0,0.83,4.17
3dpf,27.58,0,0.57,0,9.77,1.15,1.15,1.15
5dpf,4.13,0.52,1.03,0.52,11.37,0.52,0,5.69
10dpf,6.9,0.63,0,0,2.51,0,0,0.63
