stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0.83,0,0.83,5,0.83,0,1.67,8.34
3dpf,10.34,0.57,0.57,0.57,9.77,0.57,0,0.57,2.87
5dpf,3.1,2.07,2.07,0,10.85,1.03,1.03,1.03,13.44
10dpf,25.73,11.92,3.77,1.88,29.49,1.88,0,1.26,8.79
