stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,5,0,0,0,0,1,0
2dpf,8.34,0,0.83,0,0,0,0.83
3dpf,54.02,0,0,0,0.57,0,0
5dpf,4.13,0,0,0,3.62,0.52,1.03
10dpf,8.16,0.63,0,0.63,0,0,0
