stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,0.83,0,0,0
3dpf,1.72,0,0,0,1.15,0.57,0
5dpf,0,1.03,0,0,0,0,1.03
10dpf,0,4.39,0,0,0.63,0,0
