stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,7,0,0,0,0
2dpf,45.04,0.83,8.34,0.83,0.83
3dpf,256.87,0,3.45,1.15,0.57
5dpf,2.07,0.52,3.1,0,1.55
10dpf,18.2,0,1.88,0,0
