stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0,0.83,0,3.34
3dpf,8.05,0,0.57,0.57,0,0,2.87
5dpf,6.2,1.55,10.34,1.55,0.52,1.03,41.35
10dpf,7.53,0.63,1.26,0,0,0.63,6.9
