stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
24hpf,0,0,0,1
2dpf,0,0,0.83,0
3dpf,1.15,0.57,1.15,2.87
5dpf,0,0,3.1,5.17
10dpf,1.26,0,0.63,6.28
