stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,0,1.72,0,0,0,0
5dpf,1.03,14.99,0.52,0,0,0.52
10dpf,1.88,5.65,0,0.63,0.63,0
