stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,0,2.19,0,0,0,0
24hpf,0,0,0,0,1,0
2dpf,30.86,1.67,0.83,1.67,0,0.83
3dpf,12.07,1.15,0,1.15,0,0
5dpf,27.39,2.07,0.52,6.2,1.03,2.58
10dpf,16.32,1.88,1.26,1.88,0,2.51
