stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,1.67,1.67,0.83,0,0
3dpf,1.72,0,2.3,0.57,0.57,0,0,0
5dpf,1.55,0,58.92,3.1,1.03,0,0,7.24
10dpf,3.77,0.63,64.64,0.63,0,0,1.26,0
