stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,670.99,0,0,0,30.97,10.32,0,20.65,20.65,2023.3
12hpf,163.86,0,0,0,59.76,9.64,9.64,5.78,21.21,1447.74
14hpf,86.94,0,0,0,0,20.06,0,0,6.69,1792.31
16hpf,88.19,0,0,2.05,8.2,8.2,4.1,0,16.41,1396.61
19hpf,56.92,0,0,0,0,4.38,8.76,2.19,0,1878.32
24hpf,42,0,0,1,1,2,34,0,19,638
2dpf,197.68,4.17,21.69,23.35,82.57,252.73,50.04,2.5,35.87,879.95
3dpf,462.59,9.19,0.57,2.87,4.02,264.34,2.3,0,3.45,289.62
5dpf,20.16,3.1,7.75,14.99,21.19,279.09,26.88,3.62,8.79,1088.96
10dpf,116.09,0.63,6.28,5.02,0.63,153.75,18.2,0,2.51,169.43
