stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,4.1
2dpf,0,0,0,0,0,0,7.51
3dpf,0,0,0,0,0,0,4.02
5dpf,0.52,0.52,1.03,2.58,1.03,0,37.73
10dpf,0.63,0,0,1.26,0,0.63,14.43
