stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0,0,0
3dpf,104.01,0,2.3,0,0,0,0
5dpf,4.65,1.03,1.55,0.52,0.52,0.52,1.55
10dpf,191.4,1.26,6.28,0,0,0,1.88
