stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,20.85,0,0.83,3.34,7.51,0,1.67,2.5
3dpf,126.42,0,0,0,5.75,1.15,0.57,0.57
5dpf,4.65,1.03,0,0,2.07,1.55,0.52,4.13
10dpf,40.16,0,0,0,2.51,0.63,0,1.26
