stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest
24hpf,3,0,0,0
2dpf,5,0.83,0.83,0
3dpf,2.3,0,0,0
5dpf,4.65,0.52,0.52,1.03
10dpf,11.3,1.88,1.26,0.63
