stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,1.67,0
3dpf,12.64,0,0.57,0,0.57,0.57
5dpf,0.52,0,0,0,1.03,0
10dpf,9.41,0.63,0,0.63,0,0
