stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,9.17,0,0,0,0
3dpf,42.52,0,1.15,0.57,0
5dpf,10.34,0.52,2.07,0,1.03
10dpf,19.45,0,0,1.26,0
