stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,10.84,0,3.34,8.34,0.83,2.5
3dpf,7.47,0,0.57,4.02,0,0.57
5dpf,0.52,0,0,2.58,0.52,0
10dpf,2.51,0.63,0,0.63,0.63,0
