stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,701.96,61.94,0,0,361.3,20.65,0,20.65,1486.5,30.97
12hpf,52.05,13.49,0,5.78,32.77,5.78,1.93,7.71,801.94,5.78
14hpf,20.06,0,3.34,3.34,40.13,0,0,0,692.18,0
16hpf,2.05,0,0,0,2.05,0,0,2.05,75.88,0
19hpf,0,0,0,0,2.19,0,0,6.57,291.16,2.19
24hpf,1,0,0,1,8,1,1,0,105,1
2dpf,3.34,0,0,0.83,2.5,9.17,0.83,0,1.67,5
3dpf,20.11,0,0,0.57,0.57,4.02,1.15,0,0.57,0
5dpf,4.13,0,2.07,4.13,2.07,12.92,1.03,0,0.52,8.27
10dpf,13.81,0,0,2.51,1.26,5.02,0,0,0.63,1.26
