stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0.83,0,1.67,0,0,1.67,0.83
3dpf,5.75,10.92,0,3.45,0.57,0,0,1.72
5dpf,3.1,10.34,1.55,6.2,0,0.52,4.13,7.24
10dpf,3.14,28.24,0,0.63,0,0,0,0.63
