stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,30.97
12hpf,0,0,0,0,0,0,0,0,1.93
14hpf,0,0,0,0,0,0,0,0,190.6
16hpf,10.25,0,0,0,0,0,0,0,170.22
19hpf,0,0,0,0,0,0,0,0,383.11
24hpf,7,0,0,0,0,0,1,1,93
2dpf,16.68,0.83,1.67,3.34,4.17,8.34,0,0.83,296.1
3dpf,39.08,3.45,0.57,3.45,4.6,35.63,0.57,0.57,149.98
5dpf,24.81,4.13,0.52,7.24,2.58,36.18,1.55,3.1,586.6
10dpf,11.3,0,0.63,2.51,6.28,11.3,1.26,0.63,158.14
