stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
14hpf,0,0,0,0,0,0,0,3.34
2dpf,0,0,0.83,0,0.83,0,0,0.83
3dpf,2.3,0.57,0.57,1.15,2.3,8.62,0,2.87
5dpf,4.65,1.03,1.03,1.55,0.52,7.75,1.03,19.64
10dpf,1.26,1.88,0.63,0.63,1.26,1.88,0,7.53
