stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,8,0,0,0,0,1,0,0,0
2dpf,5,0,1.67,0,0,5.84,0,1.67,0
3dpf,85.62,0,0.57,0.57,1.15,6.32,0,0,0.57
5dpf,8.79,0.52,0.52,2.07,0,4.13,0,0,0.52
10dpf,67.15,0,1.26,1.88,0.63,1.88,1.26,1.88,0.63
