stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.67,0,0
3dpf,4.6,0,0,0,0
5dpf,0,0,0,1.03,0
10dpf,2.51,0.63,0,0.63,0.63
