stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3169.14,41.29,30.97,0,557.44,30.97,0,51.61,1125.2,970.36
12hpf,2947.53,90.6,36.63,75.18,782.67,146.51,7.71,158.08,1295.45,913.75
14hpf,2715.22,33.44,153.82,127.07,595.21,227.38,40.13,70.22,698.87,692.18
16hpf,2036.46,67.68,108.69,84.08,588.58,219.44,75.88,65.63,635.75,561.92
19hpf,2865.64,15.32,13.14,32.84,221.11,91.95,15.32,19.7,122.59,221.11
24hpf,1720,14,52,46,254,105,40,3,188,150
2dpf,954.18,22.52,83.41,135.12,390.35,576.35,99.26,21.69,242.72,335.3
3dpf,3149.06,35.05,42.52,58.04,68.96,652.8,26.43,0,60.91,131.59
5dpf,368.5,40.83,126.11,179.34,73.91,693.07,65.64,44.45,179.34,526.65
10dpf,1284.56,58.99,144.33,148.1,55.22,767.47,55.22,1.26,127.39,155.63
