stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,9.17,0,1.67,0,0,0,0
3dpf,2.87,0,0,0.57,2.87,0,0
5dpf,11.89,0.52,2.07,0,4.65,0.52,0.52
10dpf,4.39,1.26,0,0,0.63,0,0
