stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0,0,0,0
3dpf,1.15,0,0.57,5.17,0.57,0,0.57
5dpf,0,0,0,2.07,0.52,1.03,8.79
10dpf,3.14,0.63,0,3.14,0,0,5.02
