stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5.84,0,0.83,0.83,0.83,0,0.83,2.5
3dpf,1.72,0.57,0,2.87,0,0,0,0
5dpf,1.03,0,1.03,6.72,0,1.03,8.79,0
10dpf,1.26,3.14,0,1.88,0,0,5.65,0
