stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,6,1,0,0,0,0,0
2dpf,44.21,0,7.51,0.83,0,0,1.67
3dpf,8.05,0,2.3,0,2.87,0,0
5dpf,8.79,0,1.55,0,0,2.07,0
10dpf,8.79,0,1.26,0,0.63,0,0
