stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,1
2dpf,4.17,0.83,0.83,2.5,0,0,0,13.35
3dpf,1.72,0,0,0,0,0,0,10.92
5dpf,12.92,0,1.03,2.58,0.52,0.52,1.03,47.55
10dpf,4.39,0,1.26,0,0,0,0,20.71
