stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,25,0,0,0,1
2dpf,0,0,4.17,0,0,0,3.34
3dpf,1.72,0,1.72,0,0.57,0,0.57
5dpf,0,0,8.27,0.52,2.58,0,5.17
10dpf,3.14,0.63,7.53,2.51,2.51,0.63,0
