stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0.83,0.83,0,0,0
3dpf,0,5.17,0,0,0
5dpf,2.58,21.19,3.1,0.52,1.03
10dpf,0,55.22,1.26,0,0
