stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,0,13.49,0,0,5.78,1.93,0,0,0,0
14hpf,3.34,10.03,0,0,20.06,0,0,0,0,13.38
16hpf,6.15,20.51,2.05,12.3,75.88,2.05,0,0,2.05,10.25
19hpf,8.76,4.38,0,8.76,41.59,2.19,6.57,0,0,19.7
24hpf,0,7,5,18,31,5,12,0,4,16
2dpf,147.63,5,26.69,105.09,196.01,235.21,53.38,15.01,100.92,96.75
3dpf,149.41,6.32,22.41,52.29,78.73,466.61,35.05,0,34.48,63.79
5dpf,106.47,12.4,31.53,127.14,54.27,356.61,54.78,32.56,37.73,252.73
10dpf,151.86,9.41,20.71,76.56,33.89,299.33,40.79,2.51,30.12,58.99
