stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,4.17,0,0.83,0,0,0
3dpf,54.59,0,0,0,1.15,0
5dpf,0.52,0,0,0,0.52,0.52
10dpf,6.9,0.63,0,0.63,0.63,0
