stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,227.1,0,0,0,20.65,20.65,0,0,72.26,51.61
12hpf,73.25,5.78,0,1.93,13.49,5.78,0,7.71,42.41,25.06
14hpf,63.53,0,0,3.34,3.34,6.69,0,0,40.13,20.06
16hpf,45.12,6.15,8.2,6.15,20.51,16.41,0,4.1,38.97,32.81
19hpf,133.54,4.38,0,2.19,6.57,0,2.19,2.19,8.76,13.14
24hpf,59,0,3,0,9,8,2,0,14,10
2dpf,286.09,3.34,23.35,32.53,107.6,194.34,29.19,4.17,63.39,73.4
3dpf,734.4,7.47,10.34,20.69,11.49,152.86,6.9,0,11.49,33.9
5dpf,93.03,12.92,46,52.72,22.22,185.54,17.06,11.37,42.38,160.22
10dpf,283.02,13.18,34.51,38.28,16.94,181.36,14.43,1.88,31.38,45.81
