stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,134.2
12hpf,0,1.93,0,0,0,0,0,0,7.71
14hpf,3.34,0,0,0,0,0,0,0,130.41
16hpf,2.05,0,0,0,0,0,0,2.05,14.36
19hpf,2.19,0,0,0,0,0,0,0,85.38
24hpf,2,0,0,0,0,0,0,0,26
2dpf,22.52,0,1.67,3.34,5.84,5.84,1.67,2.5,126.78
3dpf,77,4.02,5.17,5.75,1.15,5.17,0.57,0.57,71.26
5dpf,23.77,1.55,8.79,6.72,0.52,11.89,0,1.55,125.59
10dpf,28.87,5.65,21.34,13.18,0,1.26,0,1.26,54.6
