stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,163,0,0,1,0,0,0,3,3
2dpf,351.15,0,0.83,2.5,7.51,0.83,0.83,5.84,1.67
3dpf,21.26,0.57,0,0,0.57,0,0,0,0
5dpf,0.52,0,0,0,0,0,0,0,0
10dpf,1.88,0.63,0,0,1.88,0,0,0.63,0
