stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,1,0,0,0,0,0,0
2dpf,0.83,0,0,0,0.83,0,0
3dpf,51.72,0,0,0,12.07,0,0
5dpf,1.03,1.03,0.52,0,5.17,0,1.03
10dpf,47.69,0,0,0.63,18.83,1.26,0.63
