stage,central_nervous_system,endoderm,mesenchyme,periderm
24hpf,1,0,0,0
2dpf,0.83,0,0,0
3dpf,12.07,0.57,1.15,0.57
5dpf,0.52,1.55,1.03,0.52
10dpf,3.77,0.63,0.63,0
