stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0.83,0,0.83,0,0
3dpf,41.37,0,0.57,2.87,0,0
5dpf,2.58,1.55,0.52,3.1,1.55,1.55
10dpf,25.1,0,0,1.26,0.63,0
