stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,2.5,0,0.83
3dpf,4.6,0,0,0.57,1.72,0.57,0
5dpf,0.52,0.52,0.52,0,0.52,0,3.1
10dpf,1.26,0.63,0,0,0,0.63,0
